TUCASEID,TEAGE_EC,TEELDUR,TEELWHO,TEELYRS,TRELHH,TUECLNO,TULINENO,TXAGE_EC,TXELDUR,TXELWHO,TXELYRS
20180101180165,59,2,33,-1,0,4,-1,0,0,0,-1
20180101180165,64,4,34,2,0,5,-1,0,0,0,0
20180101180532,80,4,33,3,0,5,-1,60,0,0,0
20180101180532,85,4,34,3,0,6,-1,60,0,0,0
20180101180542,80,4,34,2,0,5,-1,60,0,0,0
20180101180542,75,2,40,-1,0,6,-1,0,0,0,-1
20180101180555,55,4,20,6,1,2,2,0,0,0,0
20180101180710,85,4,47,5,0,4,-1,60,0,0,0
20180101180817,85,4,44,12,0,7,-1,60,0,0,0
20180101180892,76,4,33,5,0,3,-1,0,0,0,0
20180101180892,85,4,39,5,0,4,-1,60,0,0,0
20180101180892,85,4,40,5,0,5,-1,60,0,0,0
20180101180956,75,1,39,-1,0,4,-1,0,0,0,-1
20180101181029,85,2,38,-1,0,2,-1,60,0,0,-1
20180101181055,62,4,33,10,0,2,-1,0,0,0,0
20180101181055,62,4,34,10,0,3,-1,0,0,0,0
20180101181055,85,4,47,10,0,4,-1,60,0,0,0
20180101181055,85,4,48,10,0,5,-1,60,0,0,0
20180101181130,77,4,49,10,0,3,-1,0,0,0,0
20180101181184,77,1,33,-1,0,2,-1,0,0,0,-1
20180101181198,66,3,43,-1,0,2,-1,0,0,0,-1
20180101181223,54,4,20,4,1,2,2,0,0,0,0
20180101181314,69,2,47,-1,0,5,-1,0,0,0,-1
20180101181314,70,2,48,-1,0,6,-1,0,0,0,-1
20180101181314,73,3,44,-1,0,7,-1,0,0,0,-1
20180101181414,64,1,41,-1,0,6,-1,0,0,0,-1
20180101181449,80,4,33,2,0,7,-1,60,0,0,0
20180101181474,56,4,33,5,0,2,-1,0,0,0,0
20180101181493,85,2,44,-1,0,2,-1,60,0,0,-1
20180101181493,85,3,56,-1,0,3,-1,60,0,0,-1
20180101181513,85,4,34,10,0,2,-1,60,0,0,0
20180101181551,64,4,24,8,1,2,2,0,0,0,0
20180101181564,80,1,48,-1,0,5,-1,0,0,0,-1
20180101181648,85,1,20,-1,1,2,2,0,0,0,-1
20180101181678,85,4,24,5,1,2,2,60,0,0,0
20180101181683,55,4,43,5,0,2,-1,0,0,0,0
20180101181710,85,4,24,5,1,2,2,0,0,0,0
20180101181738,58,2,20,-1,1,2,2,0,0,0,-1
20180101181768,69,4,33,7,0,5,-1,0,0,0,0
20180101181768,78,4,41,3,0,6,-1,0,0,0,0
20180101181935,80,3,47,-1,0,3,-1,60,0,0,-1
20180101182009,85,4,39,5,0,2,-1,60,0,0,0
20180101182010,85,4,24,6,1,2,2,0,0,0,0
20180101182015,74,2,43,-1,0,2,-1,0,0,0,-1
20180101182102,85,4,47,5,0,8,-1,60,0,0,0
20180101182177,85,4,33,10,0,3,-1,61,0,0,0
20180101182192,85,1,44,-1,0,3,-1,60,0,0,-1
20180101182192,85,1,44,-1,0,4,-1,60,0,0,-1
20180101182255,47,4,56,2,0,7,-1,0,0,0,0
20180101182255,65,4,42,3,0,8,-1,0,0,0,0
20180101182255,51,4,24,10,1,2,2,0,0,0,0
20180101182255,61,4,24,20,1,3,3,0,0,0,0
20180101182262,85,4,33,2,0,3,-1,60,0,0,0
20180101182355,80,1,47,-1,0,4,-1,60,0,0,-1
20180101182416,80,4,33,7,0,4,-1,60,0,0,0
20180101182449,85,4,56,2,0,3,-1,60,0,0,0
20180101182480,75,1,49,-1,0,3,-1,0,0,0,-1
20180110172107,80,4,39,2,0,3,-1,60,0,0,0
20180111170016,60,4,20,2,1,2,2,0,0,0,0
20180111170512,76,4,56,2,0,3,-1,0,0,0,0
20180111170620,80,4,44,13,0,3,-1,60,0,0,0
20180111170625,71,3,56,-1,0,2,-1,42,0,0,-1
20180111170625,67,4,41,20,0,3,-1,0,0,0,0
20180111170887,76,4,33,2,0,2,-1,0,0,0,0
20180111170887,78,4,34,2,0,3,-1,0,0,0,0
20180111170961,85,1,34,-1,0,3,-1,60,0,0,-1
20180111171209,85,4,43,2,0,3,-1,60,0,0,0
20180111171277,67,4,39,10,0,5,-1,0,0,0,0
20180111171296,85,4,24,8,1,2,2,0,0,0,0
20180111171296,80,4,24,8,1,3,3,0,0,0,0
20180111171300,70,4,56,10,0,3,-1,0,0,0,0
20180111171300,71,4,33,15,0,4,-1,0,0,0,0
20180111171326,85,4,33,15,0,2,-1,60,0,0,0
20180111171397,80,3,47,-1,0,3,-1,0,0,0,-1
20180111171407,80,4,48,8,0,4,-1,60,0,0,0
20180111171419,53,4,20,10,1,2,2,0,0,0,0
20180111171436,75,4,33,5,0,5,-1,0,0,0,0
20180111171504,80,4,33,5,0,5,-1,0,0,0,0
20180111171504,85,4,40,5,0,6,-1,60,0,0,0
20180111171611,76,1,42,-1,0,4,-1,0,0,0,-1
20180111171699,70,4,44,3,0,3,-1,0,0,0,0
20180111171699,80,3,43,-1,0,4,-1,60,0,0,-1
20180111171740,85,3,39,-1,0,3,-1,60,0,0,-1
20180111171752,80,4,33,2,0,5,-1,60,0,0,0
20180111171795,65,3,30,-1,1,2,2,0,0,0,-1
20180111171834,74,4,20,2,1,2,2,0,0,0,0
20180111171866,85,1,56,-1,0,6,-1,60,0,0,-1
20180111171866,85,1,56,-1,0,7,-1,60,0,0,-1
20180111171866,85,1,56,-1,0,8,-1,60,0,0,-1
20180111171866,60,1,56,-1,0,9,-1,0,0,0,-1
20180111171866,85,1,56,-1,0,10,-1,60,0,0,-1
20180111171910,65,3,56,-1,0,3,-1,0,0,0,-1
20180111171910,74,4,56,3,0,4,-1,0,0,0,0
20180111171910,80,4,56,7,0,5,-1,60,0,0,0
20180111171910,70,2,56,-1,0,6,-1,0,0,0,-1
20180111171914,59,4,33,2,0,6,-1,0,0,0,0
20180111172024,70,4,44,4,0,6,-1,0,0,0,0
20180111172024,60,4,44,4,0,7,-1,0,0,0,0
20180111172153,69,1,34,-1,0,5,-1,0,0,0,-1
20180111172257,62,1,33,-1,0,6,-1,0,0,0,-1
20180111172266,72,2,44,-1,0,2,-1,0,0,0,-1
20180111172280,55,1,33,-1,0,3,-1,0,0,0,-1
20180111172280,65,1,34,-1,0,4,-1,0,0,0,-1
20180111172333,85,1,41,-1,0,5,-1,60,0,0,-1
20180111172375,85,1,34,-1,0,3,-1,60,0,0,-1
20180111172416,62,4,25,8,1,3,3,0,0,0,0
20180111172515,77,4,33,4,0,5,-1,0,0,0,0
20180111172515,85,4,39,6,0,6,-1,60,0,0,0
20180112170052,85,4,47,10,0,7,-1,60,0,0,0
20180112170147,85,1,47,-1,0,4,-1,60,0,0,-1
20180112170501,85,4,20,8,1,2,2,0,0,0,0
20180112170562,85,4,33,2,0,2,-1,60,0,0,0
20180112170564,80,3,33,-1,0,5,-1,60,0,0,-1
20180112170580,76,4,47,3,0,5,-1,0,0,0,0
20180112170583,63,4,47,3,0,6,-1,0,0,0,0
20180112170586,80,1,56,-1,0,2,-1,60,0,0,-1
20180112170586,76,1,56,-1,0,3,-1,0,0,0,-1
20180112170586,75,1,56,-1,0,4,-1,0,0,0,-1
20180112170586,62,2,56,-1,0,5,-1,0,0,0,-1
20180112170586,77,1,56,-1,0,6,-1,0,0,0,-1
20180112170606,74,1,33,-1,0,6,-1,0,0,0,-1
20180112170606,78,1,34,-1,0,7,-1,0,0,0,-1
20180112170617,80,2,47,-1,0,2,-1,60,0,0,-1
20180112170627,85,3,33,-1,0,2,-1,60,0,0,-1
20180112170627,85,3,34,-1,0,3,-1,60,0,0,-1
20180112170653,72,1,56,-1,0,2,-1,0,0,0,-1
20180112170675,59,4,33,5,0,6,-1,0,0,0,0
20180112170700,80,4,44,4,0,2,-1,60,0,0,0
20180112170713,85,4,33,10,0,4,-1,61,0,0,0
20180112170743,80,4,43,5,0,2,-1,60,0,0,0
20180112170774,85,4,33,5,0,2,-1,60,0,0,0
20180112170779,78,1,56,-1,0,5,-1,42,0,0,-1
20180112170779,80,1,56,-1,0,6,-1,61,0,0,-1
20180112170817,85,2,33,-1,0,2,-1,60,0,0,-1
20180112170831,72,1,40,-1,0,6,-1,0,0,0,-1
20180112170831,85,1,39,-1,0,7,-1,61,0,0,-1
20180112170836,80,4,47,5,0,5,-1,0,0,0,0
20180112170848,75,4,34,6,0,2,-1,0,0,0,0
20180112170855,85,4,33,3,0,3,-1,60,0,0,0
20180112170859,72,4,39,5,0,6,-1,0,0,0,0
20180112170886,67,1,34,-1,0,3,-1,0,0,0,-1
20180112170957,85,4,24,8,1,2,2,60,0,0,0
20180112170988,74,4,47,4,0,5,-1,0,0,0,0
20180112171096,80,4,33,2,0,2,-1,60,0,0,0
20180112171137,77,4,37,11,0,3,-1,0,0,0,0
20180112171139,85,3,20,-1,1,2,2,0,0,0,-1
20180112171151,80,3,33,-1,0,2,-1,60,0,0,-1
20180112171151,85,3,34,-1,0,3,-1,0,0,0,-1
20180112171162,72,4,33,2,0,5,-1,0,0,0,0
20180112171270,80,2,56,-1,0,6,-1,60,0,0,-1
20180112171320,65,4,33,2,0,6,-1,0,0,0,0
20180112171320,70,4,34,2,0,7,-1,0,0,0,0
20180112171331,85,1,47,-1,0,4,-1,0,0,0,-1
20180112171349,85,4,33,3,0,2,-1,60,0,0,0
20180112171350,85,4,47,4,0,4,-1,60,0,0,0
20180112171350,85,4,48,4,0,5,-1,60,0,0,0
20180112171368,62,1,33,-1,0,2,-1,0,0,0,-1
20180112171370,80,4,34,1,0,3,-1,60,0,0,0
20180112171413,78,4,33,2,0,6,-1,0,0,0,42
20180112171457,68,4,20,37,1,2,2,0,0,0,0
20180112171458,85,1,43,-1,0,4,-1,60,0,0,-1
20180112171588,85,4,30,9,1,2,2,0,0,0,0
20180112171595,64,4,39,4,0,4,-1,0,0,0,0
20180112171621,85,4,33,11,0,3,-1,60,0,0,0
20180112171623,72,1,41,-1,0,3,-1,0,0,0,-1
20180112171625,68,1,33,-1,0,2,-1,0,0,0,-1
20180112171651,85,4,39,5,0,3,-1,60,0,0,0
20180112171658,75,4,49,2,0,2,-1,0,0,0,0
20180112171676,85,4,43,10,0,3,-1,60,0,0,0
20180112171677,78,4,35,3,0,2,-1,0,0,0,0
20180112171693,80,4,39,3,0,4,-1,60,0,0,0
20180112171707,76,4,33,3,0,3,-1,0,0,0,0
20180112171715,64,1,33,-1,0,4,-1,0,0,0,-1
20180112171716,74,1,49,-1,0,2,-1,0,0,0,-1
20180112171717,85,4,24,2,1,4,4,0,0,0,42
20180112171799,80,1,36,-1,0,3,-1,60,0,0,-1
20180112171818,85,3,39,-1,0,3,-1,60,0,0,-1
20180112171832,66,3,34,-1,0,2,-1,0,0,0,-1
20180112171865,85,4,39,2,0,3,-1,60,0,0,0
20180112171923,85,3,43,-1,0,2,-1,60,0,0,-1
20180112171944,85,1,56,-1,0,2,-1,60,0,0,-1
20180112171977,85,4,47,10,0,5,-1,0,0,0,0
20180112171977,85,4,49,10,0,6,-1,0,0,0,0
20180112172016,60,1,38,-1,0,2,-1,0,0,0,-1
20180112172042,67,1,39,-1,0,5,-1,0,0,0,-1
20180112172042,67,1,40,-1,0,6,-1,0,0,0,-1
20180112172071,70,4,35,5,0,3,-1,0,0,0,0
20180112172110,85,1,56,-1,0,2,-1,60,0,0,-1
20180112172113,60,4,38,5,0,2,-1,0,0,0,0
20180112172124,78,4,47,1,0,7,-1,0,0,0,0
20180112172165,80,4,33,5,0,6,-1,60,0,0,0
20180112172176,74,1,34,-1,0,4,-1,0,0,0,-1
20180112172206,50,4,38,5,0,3,-1,0,0,0,0
20180112172206,74,3,49,-1,0,4,-1,0,0,0,-1
20180112172241,78,1,33,-1,0,7,-1,0,0,0,-1
20180112172245,85,4,34,3,0,5,-1,60,0,0,0
20180112172272,85,4,33,3,0,2,-1,60,0,0,0
20180112172274,85,4,33,5,0,4,-1,0,0,0,0
20180112172274,85,4,34,5,0,5,-1,60,0,0,0
20180112172274,85,4,39,2,0,6,-1,60,0,0,0
20180112172274,85,4,40,2,0,7,-1,60,0,0,0
20180112172275,80,4,33,6,0,2,-1,60,0,0,0
20180112172278,80,4,34,5,0,2,-1,60,0,0,0
20180112172278,80,4,33,5,0,3,-1,60,0,0,0
20180112172279,66,1,33,-1,0,3,-1,0,0,0,-1
20180112172282,63,3,34,-1,0,4,-1,0,0,0,-1
20180112172345,85,4,33,10,0,2,-1,60,0,0,0
20180112172367,80,2,34,-1,0,7,-1,60,0,0,-1
20180112172367,78,2,33,-1,0,8,-1,0,0,0,-1
20180112172380,85,2,44,-1,0,3,-1,0,0,0,-1
20180112172384,85,4,33,10,0,3,-1,60,0,0,0
20180112172439,74,3,34,-1,0,4,-1,0,0,0,-1
20180112172439,63,4,30,15,1,3,3,0,0,0,0
20180112172454,67,4,20,23,1,2,2,0,0,0,0
20180112172477,85,4,47,2,0,3,-1,60,0,0,0
20180112172485,85,2,48,-1,0,3,-1,60,0,0,-1
20180112172488,85,4,34,4,0,3,-1,60,0,0,0
20180112172514,61,1,33,-1,0,4,-1,0,0,0,-1
20180112172514,68,1,34,-1,0,5,-1,0,0,0,-1
20180112172519,80,2,56,-1,0,5,-1,60,0,0,-1
20180112172519,71,1,56,-1,0,6,-1,0,0,0,-1
20180112172526,85,2,33,-1,0,3,-1,60,0,0,-1
20180201180026,85,1,43,-1,0,2,-1,0,0,0,-1
20180201180029,66,4,33,3,0,2,-1,0,0,0,0
20180201180029,68,4,41,5,0,3,-1,0,0,0,0
20180201180035,73,1,44,-1,0,4,-1,42,0,0,-1
20180201180035,80,1,44,-1,0,5,-1,61,0,0,-1
20180201180035,76,1,44,-1,0,6,-1,42,0,0,-1
20180201180035,62,1,44,-1,0,7,-1,42,0,0,-1
20180201180092,85,2,34,-1,0,2,-1,60,0,0,-1
20180201180095,77,4,33,5,0,2,-1,0,0,0,0
20180201180102,85,4,33,3,0,3,-1,60,0,0,0
20180201180102,85,4,34,3,0,4,-1,60,0,0,0
20180201180102,85,4,41,5,0,5,-1,60,0,0,0
20180201180116,73,4,34,3,0,4,-1,0,0,0,0
20180201180120,85,4,20,2,1,2,2,0,0,0,0
20180201180504,85,4,33,8,0,6,-1,60,0,0,0
20180201180512,76,4,33,5,0,6,-1,0,0,0,0
20180201180517,80,4,43,15,0,3,-1,60,0,0,0
20180201180526,85,4,43,15,0,2,-1,60,0,0,0
20180201180526,55,3,43,-1,0,3,-1,0,0,0,-1
20180201180539,80,2,24,-1,1,2,2,0,0,0,-1
20180201180539,47,2,25,-1,1,3,3,0,0,0,-1
20180201180573,85,3,39,-1,0,3,-1,60,0,0,-1
20180201180613,80,4,33,2,0,4,-1,60,0,0,0
20180201180613,85,4,34,2,0,5,-1,0,0,0,0
20180201180616,80,3,40,-1,0,4,-1,0,0,0,-1
20180201180616,85,4,43,5,0,5,-1,60,0,0,0
20180201180634,85,4,33,3,0,3,-1,60,0,0,0
20180201180670,68,4,47,2,0,7,-1,42,0,0,0
20180201180721,85,4,33,2,0,2,-1,60,0,0,0
20180201180733,73,1,48,-1,0,3,-1,0,0,0,-1
20180201180739,85,4,33,10,0,3,-1,60,0,0,0
20180201180742,68,1,47,-1,0,3,-1,0,0,0,-1
20180201180772,67,4,33,2,0,4,-1,0,0,0,0
20180201180778,72,4,43,3,0,4,-1,0,0,0,0
20180201180863,60,2,56,-1,0,8,-1,0,0,0,-1
20180201180863,60,3,56,-1,0,9,-1,0,0,0,-1
20180201180904,75,4,35,5,0,3,-1,0,0,0,0
20180201180904,67,4,38,2,0,4,-1,0,0,0,0
20180201180910,80,1,43,-1,0,4,-1,60,0,0,-1
20180201180926,54,4,47,8,0,7,-1,0,0,0,0
20180201180938,73,4,49,5,0,8,-1,0,0,0,0
20180201180938,85,4,49,5,0,9,-1,60,0,0,0
20180201180979,80,4,39,4,0,5,-1,60,0,0,0
20180201180979,80,3,40,-1,0,6,-1,60,0,0,-1
20180201181003,80,4,33,5,0,3,-1,60,0,0,0
20180201181003,80,4,34,5,0,4,-1,60,0,0,0
20180201181030,85,4,34,2,0,3,-1,60,0,0,0
20180201181053,85,4,24,24,1,3,3,0,0,0,0
20180201181106,80,4,39,2,0,4,-1,0,0,0,0
20180201181106,80,3,40,-1,0,5,-1,60,0,0,-1
20180201181118,78,4,56,2,0,2,-1,0,42,0,42
20180201181140,67,4,39,4,0,3,-1,0,0,0,0
20180201181140,71,4,40,4,0,4,-1,0,0,0,0
20180201181147,71,1,20,-1,1,2,2,0,0,0,-1
20180201181162,50,4,34,5,0,3,-1,0,0,0,0
20180201181165,85,4,33,8,0,2,-1,60,0,0,0
20180201181174,85,4,39,4,0,3,-1,60,0,0,0
20180201181189,72,1,43,-1,0,2,-1,0,0,0,-1
20180201181202,63,3,33,-1,0,5,-1,0,0,0,-1
20180201181202,63,3,34,-1,0,6,-1,0,0,0,-1
20180201181202,74,4,44,4,0,7,-1,42,0,0,0
20180201181286,70,4,44,5,0,6,-1,0,0,0,0
20180201181305,85,4,33,5,0,3,-1,60,0,0,0
20180201181345,85,4,48,9,0,4,-1,60,0,0,0
20180201181384,66,1,49,-1,0,4,-1,0,0,0,-1
20180201181402,85,4,33,19,0,2,-1,60,0,0,0
20180201181416,44,4,25,15,1,4,4,0,0,0,0
20180201181425,76,3,48,-1,0,8,-1,0,0,0,-1
20180201181425,54,4,33,2,0,9,-1,0,0,0,0
20180201181426,80,4,33,2,0,4,-1,60,0,0,42
20180201181426,85,4,41,2,0,5,-1,0,0,0,42
20180201181426,79,4,41,2,0,6,-1,0,0,0,42
20180201181456,80,2,49,-1,0,3,-1,60,0,0,-1
20180201181456,85,4,39,2,0,4,-1,60,0,0,0
20180201181479,85,4,33,2,0,2,-1,60,0,0,42
20180201181479,85,1,44,-1,0,3,-1,61,0,0,-1
20180201181492,85,4,56,4,0,5,-1,60,0,0,0
20180201181492,85,3,56,-1,0,6,-1,0,0,0,-1
20180201181515,85,3,56,-1,0,2,-1,61,43,43,-1
20180201181521,54,4,43,2,0,3,-1,0,0,0,0
20180201181595,85,1,33,-1,0,2,-1,60,0,0,-1
20180201181595,85,1,34,-1,0,3,-1,60,0,0,-1
20180201181617,74,4,33,3,0,2,-1,0,0,0,0
20180201181619,68,4,33,6,0,5,-1,0,0,0,0
20180201181624,76,4,33,1,0,5,-1,0,0,0,0
20180201181651,79,4,33,9,0,6,-1,0,0,0,0
20180201181666,74,1,33,-1,0,2,-1,0,0,0,-1
20180201181714,76,4,56,6,0,2,-1,0,0,0,0
20180201181714,77,3,56,-1,0,3,-1,0,0,0,-1
20180201181714,65,1,56,-1,0,4,-1,0,0,0,-1
20180201181714,62,3,56,-1,0,5,-1,0,0,0,-1
20180201181714,61,4,56,2,0,6,-1,0,0,0,0
20180201181731,65,4,33,16,0,4,-1,0,0,0,0
20180201181731,65,4,34,9,0,5,-1,0,0,0,0
20180201181731,77,4,44,7,0,6,-1,0,0,0,0
20180201181731,78,4,44,7,0,7,-1,0,0,0,0
20180201181731,85,4,44,5,0,8,-1,60,0,0,0
20180201181782,64,3,20,-1,1,2,2,0,0,0,-1
20180201181826,70,3,43,-1,0,2,-1,0,0,0,-1
20180201181826,75,3,43,-1,0,3,-1,0,0,0,-1
20180201181826,72,4,43,2,0,4,-1,0,0,0,0
20180201181841,60,3,43,-1,0,2,-1,0,0,0,-1
20180201181841,70,2,43,-1,0,3,-1,0,0,0,-1
20180201181891,57,1,47,-1,0,5,-1,0,0,0,-1
20180201181891,55,1,48,-1,0,6,-1,0,0,0,-1
20180201181919,85,1,39,-1,0,2,-1,60,0,0,-1
20180201181923,80,4,33,5,0,3,-1,60,0,0,0
20180201181923,54,4,37,4,0,4,-1,0,0,0,0
20180201181947,73,4,33,3,0,3,-1,0,0,0,0
20180201182045,76,3,43,-1,0,4,-1,0,0,0,-1
20180201182051,80,2,33,-1,0,6,-1,60,0,0,-1
20180201182071,80,2,24,-1,1,2,2,0,0,0,-1
20180201182073,85,2,39,-1,0,3,-1,60,0,0,-1
20180201182130,85,3,33,-1,0,3,-1,60,0,0,-1
20180201182130,55,4,44,3,0,4,-1,0,0,0,0
20180201182138,80,4,38,5,0,2,-1,60,0,0,0
20180201182142,78,1,39,-1,0,4,-1,0,0,0,-1
20180201182144,75,2,34,-1,0,4,-1,0,0,0,-1
20180201182151,75,4,44,3,0,2,-1,0,0,0,0
20180201182151,85,4,44,5,0,3,-1,60,0,0,0
20180201182224,75,4,44,2,0,2,-1,0,0,0,0
20180201182256,70,4,44,2,0,3,-1,0,0,0,0
20180201182256,70,4,44,2,0,4,-1,0,0,0,0
20180201182297,80,1,43,-1,0,2,-1,60,0,0,-1
20180201182333,60,2,44,-1,0,2,-1,0,0,0,-1
20180201182333,56,1,44,-1,0,3,-1,0,0,0,-1
20180201182333,80,2,44,-1,0,4,-1,60,0,0,-1
20180201182348,70,4,34,5,0,5,-1,0,0,0,0
20180201182350,65,3,33,-1,0,5,-1,0,0,0,-1
20180201182350,85,3,47,-1,0,6,-1,60,0,0,-1
20180201182372,80,4,33,5,0,4,-1,60,0,0,0
20180201182376,77,4,33,4,0,3,-1,0,0,0,0
20180201182376,80,1,41,-1,0,4,-1,0,0,0,-1
20180201182390,72,4,28,18,1,2,2,0,0,0,0
20180201182399,85,4,41,15,0,2,-1,60,0,0,0
20180201182478,70,4,56,3,0,5,-1,0,0,0,0
20180201182478,80,2,56,-1,0,6,-1,60,0,0,-1
20180201182478,80,1,56,-1,0,7,-1,60,0,0,-1
20180201182478,70,3,56,-1,0,8,-1,0,0,0,-1
20180201182511,78,3,47,-1,0,3,-1,0,0,0,-1
20180202180835,85,4,33,3,0,4,-1,60,0,0,0
20180202180835,85,1,44,-1,0,5,-1,60,0,0,-1
20180202181377,71,2,26,-1,1,5,5,0,0,0,-1
20180202181486,61,4,43,3,0,2,-1,0,0,0,0
20180202181784,63,4,20,2,1,2,2,0,0,0,0
20180202181799,85,1,44,-1,0,5,-1,60,0,0,-1
20180202181799,72,1,44,-1,0,6,-1,0,0,0,-1
20180202181799,85,1,44,-1,0,7,-1,60,0,0,-1
20180202181860,80,4,44,5,0,2,-1,60,0,0,0
20180202181985,85,1,33,-1,0,2,-1,0,0,0,-1
20180202182308,85,4,33,5,0,2,-1,60,0,0,0
20180202182308,80,4,34,5,0,3,-1,60,0,0,0
20180202182308,80,2,41,-1,0,4,-1,0,0,0,-1
20180212170106,71,4,20,8,1,2,2,0,0,0,0
20180212170126,85,1,43,-1,0,2,-1,0,0,0,-1
20180212170530,60,2,49,-1,0,4,-1,0,0,0,-1
20180212170612,85,4,33,10,0,3,-1,60,0,0,0
20180212170649,80,4,44,2,0,3,-1,0,0,0,0
20180212170775,67,4,33,4,0,5,-1,0,0,0,0
20180212170787,85,4,44,3,0,3,-1,60,0,0,0
20180212170888,85,1,47,-1,0,5,-1,60,0,0,-1
20180212170888,74,3,33,-1,0,6,-1,0,0,0,-1
20180212170905,85,4,33,2,0,3,-1,60,0,0,0
20180212170905,85,4,39,3,0,4,-1,60,0,0,0
20180212170949,80,4,41,2,0,3,-1,60,0,0,0
20180212170982,76,1,33,-1,0,4,-1,0,0,0,-1
20180212170990,71,4,34,4,0,3,-1,0,0,0,0
20180212171113,65,1,40,-1,0,4,-1,0,0,0,-1
20180212171174,85,4,44,3,0,2,-1,60,0,0,0
20180212171177,59,4,33,5,0,6,-1,0,0,0,0
20180212171180,79,1,48,-1,0,5,-1,0,0,0,-1
20180212171260,85,4,48,10,0,5,-1,60,0,0,0
20180212171263,85,3,44,-1,0,6,-1,61,0,0,-1
20180212171263,68,3,44,-1,0,7,-1,42,0,0,-1
20180212171263,80,3,44,-1,0,8,-1,61,0,0,-1
20180212171263,85,3,44,-1,0,9,-1,61,0,0,-1
20180212171346,85,3,33,-1,0,4,-1,60,0,0,-1
20180212171374,80,4,33,4,0,5,-1,60,0,0,0
20180212171523,85,1,56,-1,0,2,-1,60,0,0,-1
20180212171532,80,2,43,-1,0,6,-1,60,0,0,-1
20180212171618,75,4,33,10,0,2,-1,0,0,0,0
20180212171618,79,4,34,7,0,3,-1,0,0,0,0
20180212171700,85,4,26,5,1,3,3,0,0,0,0
20180212171804,78,4,33,5,0,3,-1,0,0,0,0
20180212171875,85,4,47,4,0,5,-1,60,0,0,0
20180212171898,65,4,33,7,0,3,-1,0,0,0,0
20180212171908,85,4,34,25,0,4,-1,60,0,0,0
20180212171930,80,4,33,15,0,3,-1,0,0,0,0
20180212171930,80,4,34,15,0,4,-1,60,0,0,0
20180212171930,62,1,38,-1,0,5,-1,0,0,0,-1
20180212171930,59,1,38,-1,0,6,-1,0,0,0,-1
20180212171930,72,4,42,20,0,7,-1,0,0,0,0
20180212172049,72,4,33,5,0,3,-1,0,0,0,0
20180212172288,65,2,41,-1,0,5,-1,0,0,0,-1
20180212172288,73,4,40,10,0,6,-1,0,0,0,0
20180212172288,62,4,34,2,0,7,-1,0,0,0,0
20180212172288,80,2,44,-1,0,8,-1,0,0,0,-1
20180212172391,85,4,34,3,0,5,-1,60,0,0,0
20180212172455,79,4,39,3,0,6,-1,0,0,0,0
20180212172495,63,4,33,5,0,7,-1,0,0,0,0
20180212172495,64,4,34,5,0,8,-1,0,0,0,0
20180301180584,73,4,49,4,0,4,-1,0,0,0,0
20180301180600,80,4,44,2,0,2,-1,60,0,0,0
20180301180600,78,4,33,2,0,3,-1,0,0,0,0
20180301180638,80,3,33,-1,0,4,-1,0,0,0,-1
20180301180671,85,4,39,10,0,5,-1,0,0,0,0
20180301180826,71,1,47,-1,0,3,-1,0,42,0,-1
20180301180934,73,1,43,-1,0,2,-1,0,0,0,-1
20180301180934,80,1,43,-1,0,3,-1,0,0,0,-1
20180301180934,85,1,43,-1,0,4,-1,0,0,0,-1
20180301180934,80,1,43,-1,0,5,-1,60,0,0,-1
20180301180934,73,1,43,-1,0,6,-1,0,0,0,-1
20180301181076,85,4,33,50,0,3,-1,60,0,0,0
20180301181077,70,1,44,-1,0,7,-1,0,0,0,-1
20180301181077,78,2,49,-1,0,8,-1,0,0,0,-1
20180301181122,80,4,34,1,0,3,-1,60,0,0,0
20180301181122,75,4,56,2,0,4,-1,0,0,0,0
20180301181139,85,1,33,-1,0,3,-1,60,0,0,-1
20180301181253,72,1,33,-1,0,3,-1,0,0,0,-1
20180301181431,69,1,44,-1,0,3,-1,0,0,0,-1
20180301181431,80,1,44,-1,0,4,-1,0,0,0,-1
20180301181431,70,1,44,-1,0,5,-1,0,0,0,-1
20180301181431,80,1,44,-1,0,6,-1,0,0,0,-1
20180301181562,73,1,39,-1,0,5,-1,0,0,0,-1
20180301181562,77,1,40,-1,0,6,-1,0,0,0,-1
20180301181614,80,4,47,2,0,6,-1,60,0,0,0
20180301181668,80,1,47,-1,0,5,-1,60,0,0,-1
20180301181754,51,4,33,3,0,3,-1,0,0,0,0
20180301181990,70,3,44,-1,0,3,-1,0,0,0,-1
20180301181990,75,3,44,-1,0,4,-1,0,0,0,-1
20180301181990,72,3,44,-1,0,5,-1,0,0,0,-1
20180301182196,85,4,56,4,0,5,-1,61,0,0,0
20180301182196,80,4,56,4,0,6,-1,61,0,0,0
20180301182196,85,4,56,4,0,7,-1,61,0,0,0
20180301182196,79,4,56,4,0,8,-1,42,0,0,0
20180301182196,70,4,34,4,0,9,-1,42,0,42,0
20180301182230,80,1,33,-1,0,3,-1,60,0,0,-1
20180301182230,85,3,34,-1,0,4,-1,0,0,0,-1
20180301182454,85,4,43,4,0,6,-1,60,0,0,0
20180302180053,85,3,34,-1,0,2,-1,60,0,0,-1
20180302180095,79,4,43,2,0,2,-1,0,0,0,0
20180302180095,80,2,43,-1,0,3,-1,60,0,0,-1
20180302180101,51,1,38,-1,0,3,-1,0,0,0,-1
20180302180134,85,4,34,3,0,3,-1,60,0,0,0
